area;upm;c01;c02;c03;c04a;c05a;c05b;c06a;c06b;c07;c08a;c09;c10;c11;c12;c13;c14;c15a;c16a;c17a;c18;c19;c20a;c21a;estrato;fexp;periodo
1;050650000806;2;2;3;2;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0513;955,754642834909;202102
1;050650000806;3;3;2;2;2;2;2;1;1;2;2;2;2;3;2;2;2;2;2;3;3;3;3;0513;490,943854265284;202102
1;050650000806;3;3;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;2;2;3;3;3;3;0513;505,732850242601;202102
1;050650000806;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;2;2;3;1;3;2;0513;854,935634625063;202102
1;050650000806;3;2;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0513;490,943854265284;202102
1;050650000806;2;2;1;1;3;3;3;2;1;1;3;3;3;3;3;3;2;2;2;3;2;3;2;0513;1068,46281790686;202102
1;060150002401;3;1;2;2;2;2;2;2;1;1;3;3;2;2;2;2;2;2;2;3;3;3;3;0612;1010,39266121941;202102
1;060150002401;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;797,368928728302;202102
1;060150002401;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;924,92387848408;202102
1;060150002401;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;1432,57116055137;202102
1;060150002401;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;924,92387848408;202102
1;060150002401;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;924,92387848408;202102
1;060150002401;3;2;1;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;3;3;3;3;0612;897,876603402654;202102
1;060150007101;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;3;2;2;2;0612;1200,2750511099;202102
1;060150007101;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;3;1;3;1;0612;808,902146203818;202102
1;060150007101;3;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;1;0612;1088,40205775269;202102
1;060150007101;3;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;938,302062477114;202102
1;060150007101;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;0612;1357,53124138943;202102
1;060150007101;2;2;3;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0612;938,302062477114;202102
1;060150007101;3;3;3;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0612;985,881912046928;202102
1;060150009603;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;1;3;2;0613;800,804415634398;202102
1;060150009603;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;0613;861,777255470896;202102
1;060150009603;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;0613;800,804415634398;202102
1;060150009603;3;3;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;3;2;0613;595,159119630538;202102
1;060150009603;2;2;1;1;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;0613;690,366606235568;202102
1;060150009603;3;3;1;2;3;2;3;2;1;2;2;2;2;2;2;2;2;2;2;3;1;3;1;0613;1006,7674503166;202102
1;060150009603;2;2;2;2;2;1;2;1;2;2;3;3;2;2;2;2;2;2;2;3;2;3;2;0613;969,085394490946;202102
1;060150012303;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;3;3;3;3;0612;1574,64602437328;202102
1;060150012303;2;2;3;2;1;2;3;1;2;1;2;2;3;3;3;3;2;2;2;3;3;3;3;0612;1606,40123399136;202102
1;060150012303;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0612;1287,93382822127;202102
1;060150012303;3;2;1;2;2;2;4;2;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;0612;1030,91658260751;202102
1;060150012303;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;1138,11980539509;202102
1;060150012303;2;1;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;0612;1593,22959572676;202102
1;060150012303;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;1980,64109245845;202102
1;060150012903;2;2;3;2;3;3;3;3;2;2;3;2;3;2;3;2;2;2;2;3;3;3;3;0613;1245,66382864254;202102
1;060150012903;1;2;2;2;3;2;3;2;2;2;3;2;3;2;3;2;2;2;2;2;2;3;2;0613;821,681202624148;202102
1;060150012903;2;2;2;2;3;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0613;632,173532640743;202102
1;060150012903;2;2;2;2;3;2;3;2;2;2;3;2;3;2;3;2;2;2;2;3;3;3;3;0613;664,230076890105;202102
1;060150012903;3;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0613;1025,69586256587;202102
1;060150012903;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;2;2;2;3;3;3;3;0613;664,230076890105;202102
1;060150012903;3;2;2;2;3;2;3;3;2;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0613;926,788247494351;202102
1;060150014304;3;3;1;2;2;1;1;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0613;788,920084577632;202102
1;060150014304;3;3;3;2;3;1;2;2;1;2;3;2;3;2;3;2;2;2;1;3;3;3;3;0613;870,958512337379;202102
1;060150014304;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0613;789,134935488306;202102
1;060150014304;3;2;2;2;2;2;2;2;3;2;3;2;3;2;3;2;2;2;2;3;2;3;2;0613;680,862413746308;202102
1;060150014304;2;2;1;2;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0613;914,62523681057;202102
1;060150014304;2;2;2;1;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;3;3;3;0613;680,862413746308;202102
1;060150014304;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0613;733,30171672388;202102
1;060150015601;3;2;3;2;4;2;4;2;2;2;2;2;3;2;3;2;2;2;2;3;2;3;2;0613;675,872712689447;202102
1;060150015601;3;3;1;1;2;2;2;2;1;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0613;643,254280801049;202102
1;060150015601;3;2;1;2;3;2;2;2;2;2;3;2;3;3;3;2;2;2;2;3;1;3;2;0613;783,991936805566;202102
1;060150015601;2;2;2;2;2;2;2;2;1;2;2;2;3;2;2;3;2;2;2;3;3;3;3;0613;582,664058535442;202102
1;060150015601;3;2;1;2;4;2;2;1;2;1;2;3;2;3;2;3;2;2;2;3;2;3;2;0613;675,872712689447;202102
1;060150015601;3;3;2;2;2;2;2;2;1;1;2;2;3;3;3;3;2;2;2;3;3;3;3;0613;710,145174921076;202102
1;060150023204;2;2;3;2;2;1;2;2;1;2;3;2;3;2;3;2;2;2;2;3;3;3;2;0612;876,76241610916;202102
1;060150023204;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;1121,55359759995;202102
1;060150023204;2;1;2;2;2;2;2;2;1;2;3;2;2;2;2;2;2;2;2;3;2;3;2;0612;1017,01792633191;202102
1;060150023204;3;2;2;2;3;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0612;1350,5428289553;202102
1;060150023204;3;2;2;2;3;2;2;2;1;2;3;3;3;2;3;2;2;2;2;3;1;3;3;0612;876,76241610916;202102
1;060150023204;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0612;755,849345816442;202102
1;060150025701;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;0611;752,681025978601;202102
1;060150025701;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;0611;488,634955329035;202102
1;060150025701;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;0611;465,052843328585;202102
1;060150025701;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0611;951,259748237522;202102
1;060150025701;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;951,259748237522;202102
1;060150025701;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;625,061341582575;202102
1;060150025701;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;951,259748237522;202102
2;060152000401;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;0623;272,793568612681;202102
2;060152000401;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0623;303,992815026431;202102
2;060152000401;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;0623;320,906057458632;202102
2;060152000401;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0623;573,100999277463;202102
2;060152000401;3;3;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;0623;303,992815026431;202102
2;060152000401;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0623;377,50412605899;202102
2;060152000401;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0623;272,793568612681;202102
2;060153000103;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;0623;319,898909268115;202102
2;060153000103;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;0623;376,319347558752;202102
2;060153000103;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;3;3;3;2;0623;411,217915743268;202102
2;060153000103;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0623;271,937419148913;202102
2;060153000103;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0623;581,983118781842;202102
2;060153000103;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0623;524,876267687162;202102
2;060153000103;1;1;3;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0623;271,937419148913;202102
2;060155900402;2;2;1;2;3;2;3;2;2;2;2;2;3;3;3;3;2;2;2;3;2;3;2;0623;457,124378308431;202102
2;060155900402;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0623;278,605833456907;202102
2;060155900402;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0623;416,136779651152;202102
2;060155900402;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0623;893,484638160832;202102
2;060155900402;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;3;3;0623;278,605833456907;202102
2;060155900402;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0623;415,13332695821;202102
2;060155900402;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0623;327,743429048995;202102
2;060156902303;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0622;888,495640364237;202102
2;060156902303;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;1666,63660273508;202102
2;060156902303;3;3;3;2;3;3;3;3;1;1;2;2;3;2;3;3;2;2;2;3;2;3;2;0622;1500,30541233553;202102
2;060156902303;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;2479,12378717655;202102
2;060156902303;2;2;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;1011,78988036373;202102
2;060156902303;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0622;860,095238888411;202102
2;060156902303;3;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;3;2;0622;780,225734875369;202102
2;060160900302;3;2;1;2;2;2;2;2;2;2;2;3;3;3;3;3;2;2;1;3;3;3;3;0622;977,408192427642;202102
2;060160900302;3;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;2;2;2;3;2;3;2;0622;830,868294961921;202102
2;060160900302;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;0622;925,894232720353;202102
2;060160900302;3;3;3;2;2;2;2;2;1;2;3;2;3;2;2;2;2;2;2;3;2;3;3;0622;1778,17132747773;202102
2;060160900302;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0622;2817,26463543763;202102
2;060160900302;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0622;1424,50794960064;202102
2;060160900302;2;2;2;2;4;2;4;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;977,408192427642;202102
2;060260900202;2;2;1;2;4;2;4;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;2;0621;1803,87457560124;202102
2;060260900202;1;2;2;2;2;2;3;2;2;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0621;1099,4162714464;202102
2;060260900202;3;3;2;2;3;2;3;2;1;1;3;3;3;2;3;3;2;2;2;3;2;3;3;0621;1917,76457755137;202102
2;060260900202;3;3;1;1;2;1;2;1;1;1;3;3;3;3;3;2;2;2;2;3;3;3;3;0621;1099,4162714464;202102
2;060260900202;3;2;2;2;4;2;2;3;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0621;2130,37733123973;202102
2;060260900202;3;3;1;2;3;1;3;1;2;2;3;3;1;2;3;3;2;2;2;3;3;3;1;0621;2465,2136334919;202102
2;060260900202;2;2;1;2;4;2;4;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0621;1192,43318602763;202102
2;060352904301;3;2;2;2;2;2;2;2;1;1;3;3;2;2;2;2;2;2;2;3;3;3;3;0621;1890,29220277428;202102
2;060352904301;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0621;1805,4573207377;202102
2;060352904301;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0621;1490,84652496687;202102
2;060352904301;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;0621;1406,73383883424;202102
2;060352904301;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0621;2988,06292636798;202102
2;060352904301;2;2;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0621;1406,73383883424;202102
2;060352904301;2;2;1;2;2;2;2;2;1;1;2;2;3;3;3;3;2;2;2;3;3;2;3;0621;2085,9374392634;202102
2;060550901101;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;3;3;3;3;0622;1970,46586140988;202102
2;060550901101;3;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0622;1056,19696340452;202102
2;060550901101;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;0622;734,572492308616;202102
2;060550901101;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0622;591,529322100663;202102
2;060550901101;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;3;2;3;2;0622;695,857103933488;202102
1;060754000103;3;2;3;2;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;0611;584,487677537711;202102
1;060754000103;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0611;521,05308241688;202102
1;060754000103;2;3;1;2;3;2;3;2;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0611;438,699564248083;202102
1;060754000103;3;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;0611;472,17906320985;202102
1;060754000103;3;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0611;387,669499587956;202102
1;060754000103;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0611;778,72392186886;202102
1;060754000103;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0611;515,97995100039;202102
1;060754000203;3;2;2;2;3;2;3;2;3;2;3;2;3;2;3;2;2;2;2;3;3;3;3;0611;415,808897311821;202102
1;060754000203;2;2;2;2;4;2;4;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;2;0611;376,642498797121;202102
1;060754000203;2;2;2;2;4;2;3;2;2;2;3;2;3;2;3;2;2;2;2;1;2;3;2;0611;459,048141502491;202102
1;060754000203;3;2;3;2;4;2;4;2;2;2;3;3;2;2;3;3;2;2;2;3;3;3;3;0611;506,783759508794;202102
1;060754000203;3;1;2;2;3;2;3;2;3;2;3;2;2;2;3;2;1;2;2;3;2;3;3;0611;672,980440673407;202102
1;060754000203;3;2;2;2;3;2;3;2;2;2;3;2;2;2;3;2;2;2;2;3;3;2;2;0611;644,37770494722;202102
1;060850000403;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;445,258143668257;202102
1;060850000403;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;0611;497,44039550443;202102
1;060850000403;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;0611;378,199125047335;202102
1;060850000403;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;387,669499587956;202102
1;060850000403;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;677,434436672093;202102
1;060850000403;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0611;630,890624885837;202102
1;060850000403;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0611;378,199125047335;202102
2;060950000302;2;2;2;2;2;2;2;2;1;2;2;2;3;2;3;2;2;2;2;3;2;3;2;0623;628,508912077665;202102
2;060950000302;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;3;3;0623;490,669825976437;202102
2;060950000302;1;2;1;2;3;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;2;3;2;0623;351,794432603826;202102
2;060950000302;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0623;254,215125248922;202102
2;060950000302;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0623;595,691054135629;202102
2;060950000302;2;1;2;2;2;2;2;2;2;1;2;3;3;3;3;3;2;2;2;3;1;3;3;0623;283,289565585177;202102
2;060950000302;3;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0623;635,218267588306;202102
2;060951900101;3;2;1;2;4;2;4;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0622;605,848747827405;202102
2;060951900101;3;3;1;2;2;2;2;1;1;1;2;2;3;3;3;3;2;2;2;3;3;3;3;0622;712,702040851941;202102
2;060951900101;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0622;712,702040851941;202102
2;060951900101;2;2;2;2;2;2;2;2;1;1;2;3;3;3;2;3;2;2;2;3;3;3;3;0622;1383,64011819814;202102
2;060951900101;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;0622;838,401004963744;202102
2;060951900101;3;2;2;2;4;2;4;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0622;605,848747827405;202102
2;060951900101;2;2;2;2;2;2;2;2;1;2;3;2;3;2;2;2;2;2;2;3;2;3;2;0622;1715,01535365479;202102
2;061050900201;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0621;1628,17499144107;202102
2;061050900201;3;3;1;1;3;1;3;1;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;0621;1786,95309753551;202102
2;061050900201;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0621;1119,42628871717;202102
2;061050900201;2;2;2;2;3;2;3;2;2;2;2;3;3;3;3;3;2;2;2;3;1;3;2;0621;2863,76391565278;202102
2;061050900201;3;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0621;1988,19221707429;202102
2;061050900201;1;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;1;2;2;0621;3584,9155363204;202102
2;061050900201;3;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0621;1119,42628871717;202102
2;061050901202;3;2;1;1;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0621;1698,41750573998;202102
2;061050901202;2;2;3;3;3;3;3;3;3;2;3;2;2;2;2;2;2;2;2;3;2;3;2;0621;1949,13350471881;202102
2;061050901202;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0621;980,585990642195;202102
2;061050901202;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;0621;1035,14283463836;202102
2;061050901202;3;2;3;3;3;2;3;2;1;1;2;2;2;2;2;2;2;2;2;3;1;3;2;0621;1362,32167620898;202102
2;061050901202;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0621;879,946954323995;202102
2;061050901202;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0621;1404,66947359094;202102
1;070150000303;2;2;2;2;2;2;2;2;2;1;3;3;3;3;3;3;2;2;2;3;2;3;3;2811;69,3925066250657;202102
1;070150000303;3;2;2;3;3;2;3;2;1;2;3;2;3;3;3;3;2;2;2;3;3;3;3;2811;86,6927142460336;202102
1;070150000303;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;3;2;2;1;3;2;3;3;2811;74,737044090811;202102
1;070150000303;2;2;3;2;3;2;3;3;2;1;3;3;3;3;3;3;2;2;2;3;2;3;3;2811;64,4301635726831;202102
1;070150000303;2;2;2;2;3;2;3;2;2;1;3;3;3;3;3;3;2;2;2;3;3;3;3;2811;102,571751214451;202102
1;070150000303;2;2;2;2;3;2;1;1;1;2;2;3;2;2;2;2;2;2;1;2;1;3;3;2811;86,6927142460336;202102
1;070150000502;3;2;2;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2811;91,8160025193936;202102
1;070150000502;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2811;111,782613891212;202102
1;070150000502;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2811;75,3337297157526;202102
1;070150000502;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2811;163,87717529998;202102
1;070150000502;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2811;167,06128113157;202102
1;070150000902;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2812;114,873630893731;202102
1;070150000902;2;3;2;2;2;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2812;133,249942898117;202102
1;070150000902;3;2;2;2;3;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2812;118,334038128546;202102
1;070150000902;2;2;2;3;2;2;2;2;2;2;3;2;3;3;2;3;2;2;2;2;2;2;2;2812;192,628002238347;202102
1;070150000902;2;3;2;2;3;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2812;139,088893671428;202102
1;070150000902;2;2;3;2;3;2;3;2;2;3;3;2;3;2;3;2;2;2;2;2;2;2;2;2812;133,249942898117;202102
1;070150000902;2;3;2;2;2;2;3;2;3;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2812;177,7658818842;202102
1;070150001203;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;135,309425962546;202102
1;070150001203;2;3;2;1;3;2;3;1;1;1;3;2;2;3;3;3;2;2;2;3;2;2;3;2812;76,7974414724125;202102
1;070150001203;3;2;1;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;2;2812;76,7974414724125;202102
1;070150001203;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;2812;84,7834738697762;202102
1;070150001203;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;3;3;2;3;2812;80,6917212131576;202102
1;070150001203;3;3;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;124,29550290728;202102
1;070150001203;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;2812;144,100531857955;202102
1;070150001505;2;2;2;2;3;2;3;2;2;2;3;3;3;3;3;3;2;2;2;2;3;3;2;2812;116,392650315554;202102
1;070150001505;3;2;2;3;3;2;3;2;2;2;3;3;3;3;3;2;2;2;2;3;3;3;3;2812;93,1655886930612;202102
1;070150001505;3;3;2;3;3;2;3;2;3;2;2;3;3;3;3;3;2;2;2;3;3;3;3;2812;120,097186533422;202102
1;070150001505;3;2;2;2;2;2;3;2;3;3;3;3;3;3;3;3;2;2;2;3;2;3;3;2812;155,072116340026;202102
1;070150001505;2;2;2;2;3;2;3;2;1;1;3;3;3;2;3;2;2;2;2;2;3;3;2;2812;93,1655886930612;202102
1;070150001505;3;3;3;3;3;3;3;3;1;1;3;3;3;3;3;3;2;2;2;3;3;3;3;2812;108,069269481908;202102
1;070150001505;2;2;2;2;3;2;3;2;2;2;3;3;2;3;2;3;2;2;2;3;2;2;3;2812;179,732089851589;202102
1;070150002003;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;2812;92,3381692503398;202102
1;070150002003;3;2;1;2;3;2;2;2;1;1;3;3;3;3;3;3;2;2;2;3;2;3;2;2812;145,744150492668;202102
1;070150002003;3;2;2;2;2;2;2;2;1;2;3;3;3;3;3;3;2;2;2;3;2;3;2;2812;73,9113670298286;202102
1;070150002003;3;2;2;2;2;2;2;2;1;1;3;3;3;3;3;3;2;2;2;3;2;3;3;2812;81,5972815644383;202102
1;070150002003;3;2;1;2;2;2;2;2;1;1;3;2;3;3;2;3;2;2;2;3;1;3;1;2812;90,0824409866372;202102
1;070150002601;3;3;1;2;3;3;3;2;1;1;3;3;3;3;3;3;2;2;2;3;2;3;3;2811;48,1456167356313;202102
1;070150002601;2;3;3;1;3;2;3;1;1;1;3;2;2;2;3;2;2;2;2;2;3;3;3;2811;71,4400163966395;202102
1;070150002601;2;2;2;2;3;2;3;2;1;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2811;53,1521957006341;202102
