"";"COMPAÑIA";"FECHA";"MES";"AÑO";"PRECIO_CIERRE";"DESEMPLEO";"INFLACION";"CONFIANZA_USA";"CONFIANZA_OCDE";"TIEMPO_ELECCIONES_1";"TIEMPO_ELECCIONES_2"
"1";"AMAZON";"2018-11-12";"Noviembre";2018;1636,8;3,7;2,2;101,2;100,6;"SI";1
"2";"AMAZON";"2018-11-13";"Noviembre";2018;1631,2;3,7;2,2;101,2;100,6;"SI";1
"3";"AMAZON";"2018-11-14";"Noviembre";2018;1599;3,7;2,2;101,2;100,6;"SI";1
"4";"AMAZON";"2018-11-15";"Noviembre";2018;1619,4;3,7;2,2;101,2;100,6;"SI";1
"5";"AMAZON";"2018-11-16";"Noviembre";2018;1593,4;3,7;2,2;101,2;100,6;"SI";1
"6";"AMAZON";"2018-11-19";"Noviembre";2018;1512,3;3,7;2,2;101,2;100,6;"SI";1
"7";"AMAZON";"2018-11-20";"Noviembre";2018;1495,5;3,7;2,2;101,2;100,6;"SI";1
"8";"AMAZON";"2018-11-21";"Noviembre";2018;1516,7;3,7;2,2;101,2;100,6;"SI";1
"9";"AMAZON";"2018-11-23";"Noviembre";2018;1502,1;3,7;2,2;101,2;100,6;"SI";1
"10";"AMAZON";"2018-11-26";"Noviembre";2018;1581,3;3,7;2,2;101,2;100,6;"SI";1
"11";"AMAZON";"2018-11-27";"Noviembre";2018;1581,4;3,7;2,2;101,2;100,6;"SI";1
"12";"AMAZON";"2018-11-28";"Noviembre";2018;1677,8;3,7;2,2;101,2;100,6;"SI";1
"13";"AMAZON";"2018-11-29";"Noviembre";2018;1673,6;3,7;2,2;101,2;100,6;"SI";1
"14";"AMAZON";"2018-11-30";"Noviembre";2018;1690,2;3,7;2,2;101,2;100,6;"SI";1
"15";"AMAZON";"2018-12-03";"Diciembre";2018;1772,4;3,9;2,2;101,1;100,5;"NO";0
"16";"AMAZON";"2018-12-04";"Diciembre";2018;1668,4;3,9;2,2;101,1;100,5;"NO";0
"17";"AMAZON";"2018-12-06";"Diciembre";2018;1699,2;3,9;2,2;101,1;100,5;"NO";0
"18";"AMAZON";"2018-12-07";"Diciembre";2018;1629,1;3,9;2,2;101,1;100,5;"NO";0
"19";"AMAZON";"2018-12-10";"Diciembre";2018;1641;3,9;2,2;101,1;100,5;"NO";0
"20";"AMAZON";"2018-12-11";"Diciembre";2018;1643,2;3,9;2,2;101,1;100,5;"NO";0
"21";"AMAZON";"2018-12-12";"Diciembre";2018;1663,5;3,9;2,2;101,1;100,5;"NO";0
"22";"AMAZON";"2018-12-13";"Diciembre";2018;1658,4;3,9;2,2;101,1;100,5;"NO";0
"23";"AMAZON";"2018-12-14";"Diciembre";2018;1591,9;3,9;2,2;101,1;100,5;"NO";0
"24";"AMAZON";"2018-12-17";"Diciembre";2018;1520,9;3,9;2,2;101,1;100,5;"NO";0
"25";"AMAZON";"2018-12-18";"Diciembre";2018;1551,5;3,9;2,2;101,1;100,5;"NO";0
"26";"AMAZON";"2018-12-19";"Diciembre";2018;1495,1;3,9;2,2;101,1;100,5;"NO";0
"27";"AMAZON";"2018-12-20";"Diciembre";2018;1460,8;3,9;2,2;101,1;100,5;"NO";0
"28";"AMAZON";"2018-12-21";"Diciembre";2018;1377,4;3,9;2,2;101,1;100,5;"NO";0
"29";"AMAZON";"2018-12-24";"Diciembre";2018;1344;3,9;2,2;101,1;100,5;"NO";0
"30";"AMAZON";"2018-12-26";"Diciembre";2018;1470,9;3,9;2,2;101,1;100,5;"NO";0
"31";"AMAZON";"2018-12-27";"Diciembre";2018;1461,6;3,9;2,2;101,1;100,5;"NO";0
"32";"AMAZON";"2018-12-28";"Diciembre";2018;1478;3,9;2,2;101,1;100,5;"NO";0
"33";"AMAZON";"2018-12-31";"Diciembre";2018;1502;3,9;2,2;101,1;100,5;"NO";0
"34";"AMAZON";"2019-01-02";"Enero";2019;1539,1;4;2,2;100,9;100,4;"NO";0
"35";"AMAZON";"2019-01-03";"Enero";2019;1500,3;4;2,2;100,9;100,4;"NO";0
"36";"AMAZON";"2019-01-04";"Enero";2019;1575,4;4;2,2;100,9;100,4;"NO";0
"37";"AMAZON";"2019-01-07";"Enero";2019;1629,5;4;2,2;100,9;100,4;"NO";0
"38";"AMAZON";"2019-01-08";"Enero";2019;1656,6;4;2,2;100,9;100,4;"NO";0
"39";"AMAZON";"2019-01-09";"Enero";2019;1659,4;4;2,2;100,9;100,4;"NO";0
"40";"AMAZON";"2019-01-10";"Enero";2019;1656,2;4;2,2;100,9;100,4;"NO";0
"41";"AMAZON";"2019-01-11";"Enero";2019;1640,6;4;2,2;100,9;100,4;"NO";0
"42";"AMAZON";"2019-01-14";"Enero";2019;1617,2;4;2,2;100,9;100,4;"NO";0
"43";"AMAZON";"2019-01-15";"Enero";2019;1674,6;4;2,2;100,9;100,4;"NO";0
"44";"AMAZON";"2019-01-16";"Enero";2019;1683,8;4;2,2;100,9;100,4;"NO";0
"45";"AMAZON";"2019-01-17";"Enero";2019;1693,2;4;2,2;100,9;100,4;"NO";0
"46";"AMAZON";"2019-01-18";"Enero";2019;1696,2;4;2,2;100,9;100,4;"NO";0
"47";"AMAZON";"2019-01-22";"Enero";2019;1632,2;4;2,2;100,9;100,4;"NO";0
"48";"AMAZON";"2019-01-23";"Enero";2019;1640;4;2,2;100,9;100,4;"NO";0
"49";"AMAZON";"2019-01-24";"Enero";2019;1654,9;4;2,2;100,9;100,4;"NO";0
"50";"AMAZON";"2019-01-25";"Enero";2019;1670,6;4;2,2;100,9;100,4;"NO";0
"51";"AMAZON";"2019-01-28";"Enero";2019;1637,9;4;2,2;100,9;100,4;"NO";0
"52";"AMAZON";"2019-01-29";"Enero";2019;1593,9;4;2,2;100,9;100,4;"NO";0
"53";"AMAZON";"2019-01-30";"Enero";2019;1670,4;4;2,2;100,9;100,4;"NO";0
"54";"AMAZON";"2019-01-31";"Enero";2019;1718,7;4;2,2;100,9;100,4;"NO";0
"55";"AMAZON";"2019-02-01";"Febrero";2019;1626,2;3,8;2,1;100,9;100,5;"NO";0
"56";"AMAZON";"2019-02-04";"Febrero";2019;1633,3;3,8;2,1;100,9;100,5;"NO";0
"57";"AMAZON";"2019-02-05";"Febrero";2019;1658,8;3,8;2,1;100,9;100,5;"NO";0
"58";"AMAZON";"2019-02-06";"Febrero";2019;1640,3;3,8;2,1;100,9;100,5;"NO";0
"59";"AMAZON";"2019-02-07";"Febrero";2019;1614,4;3,8;2,1;100,9;100,5;"NO";0
"60";"AMAZON";"2019-02-08";"Febrero";2019;1588,2;3,8;2,1;100,9;100,5;"NO";0
"61";"AMAZON";"2019-02-11";"Febrero";2019;1591;3,8;2,1;100,9;100,5;"NO";0
"62";"AMAZON";"2019-02-12";"Febrero";2019;1638;3,8;2,1;100,9;100,5;"NO";0
"63";"AMAZON";"2019-02-13";"Febrero";2019;1640;3,8;2,1;100,9;100,5;"NO";0
"64";"AMAZON";"2019-02-14";"Febrero";2019;1622,7;3,8;2,1;100,9;100,5;"NO";0
"65";"AMAZON";"2019-02-15";"Febrero";2019;1607,9;3,8;2,1;100,9;100,5;"NO";0
"66";"AMAZON";"2019-02-19";"Febrero";2019;1627,6;3,8;2,1;100,9;100,5;"NO";0
"67";"AMAZON";"2019-02-20";"Febrero";2019;1622,1;3,8;2,1;100,9;100,5;"NO";0
"68";"AMAZON";"2019-02-21";"Febrero";2019;1619,4;3,8;2,1;100,9;100,5;"NO";0
"69";"AMAZON";"2019-02-22";"Febrero";2019;1631,6;3,8;2,1;100,9;100,5;"NO";0
"70";"AMAZON";"2019-02-25";"Febrero";2019;1633;3,8;2,1;100,9;100,5;"NO";0
"71";"AMAZON";"2019-02-26";"Febrero";2019;1636,4;3,8;2,1;100,9;100,5;"NO";0
"72";"AMAZON";"2019-02-27";"Febrero";2019;1641,1;3,8;2,1;100,9;100,5;"NO";0
"73";"AMAZON";"2019-02-28";"Febrero";2019;1639,8;3,8;2,1;100,9;100,5;"NO";0
"74";"AMAZON";"2019-03-01";"Marzo";2019;1671,7;3,8;2;101,1;100,5;"NO";0
"75";"AMAZON";"2019-03-04";"Marzo";2019;1696,2;3,8;2;101,1;100,5;"NO";0
"76";"AMAZON";"2019-03-05";"Marzo";2019;1692,4;3,8;2;101,1;100,5;"NO";0
"77";"AMAZON";"2019-03-06";"Marzo";2019;1668,9;3,8;2;101,1;100,5;"NO";0
"78";"AMAZON";"2019-03-07";"Marzo";2019;1625,9;3,8;2;101,1;100,5;"NO";0
"79";"AMAZON";"2019-03-08";"Marzo";2019;1620,8;3,8;2;101,1;100,5;"NO";0
"80";"AMAZON";"2019-03-11";"Marzo";2019;1670,6;3,8;2;101,1;100,5;"NO";0
"81";"AMAZON";"2019-03-12";"Marzo";2019;1673,1;3,8;2;101,1;100,5;"NO";0
"82";"AMAZON";"2019-03-13";"Marzo";2019;1690,8;3,8;2;101,1;100,5;"NO";0
"83";"AMAZON";"2019-03-14";"Marzo";2019;1686,2;3,8;2;101,1;100,5;"NO";0
"84";"AMAZON";"2019-03-15";"Marzo";2019;1712,4;3,8;2;101,1;100,5;"NO";0
"85";"AMAZON";"2019-03-18";"Marzo";2019;1742,2;3,8;2;101,1;100,5;"NO";0
"86";"AMAZON";"2019-03-19";"Marzo";2019;1761,8;3,8;2;101,1;100,5;"NO";0
"87";"AMAZON";"2019-03-20";"Marzo";2019;1797,3;3,8;2;101,1;100,5;"NO";0
"88";"AMAZON";"2019-03-21";"Marzo";2019;1819,3;3,8;2;101,1;100,5;"NO";0
"89";"AMAZON";"2019-03-22";"Marzo";2019;1764,8;3,8;2;101,1;100,5;"NO";0
"90";"AMAZON";"2019-03-25";"Marzo";2019;1774,3;3,8;2;101,1;100,5;"NO";0
"91";"AMAZON";"2019-03-26";"Marzo";2019;1783,8;3,8;2;101,1;100,5;"NO";0
"92";"AMAZON";"2019-03-27";"Marzo";2019;1765,7;3,8;2;101,1;100,5;"NO";0
"93";"AMAZON";"2019-03-28";"Marzo";2019;1773,4;3,8;2;101,1;100,5;"NO";0
"94";"AMAZON";"2019-03-29";"Marzo";2019;1780,8;3,8;2;101,1;100,5;"NO";0
"95";"AMAZON";"2019-04-01";"Abril";2019;1814,2;3,6;2,1;101,3;100,6;"NO";0
"96";"AMAZON";"2019-04-02";"Abril";2019;1814;3,6;2,1;101,3;100,6;"NO";0
"97";"AMAZON";"2019-04-03";"Abril";2019;1820,7;3,6;2,1;101,3;100,6;"NO";0
"98";"AMAZON";"2019-04-04";"Abril";2019;1818,9;3,6;2,1;101,3;100,6;"NO";0
"99";"AMAZON";"2019-04-05";"Abril";2019;1837,3;3,6;2,1;101,3;100,6;"NO";0
"100";"AMAZON";"2019-04-08";"Abril";2019;1849,9;3,6;2,1;101,3;100,6;"NO";0
"101";"AMAZON";"2019-04-09";"Abril";2019;1835,8;3,6;2,1;101,3;100,6;"NO";0
"102";"AMAZON";"2019-04-10";"Abril";2019;1847,3;3,6;2,1;101,3;100,6;"NO";0
"103";"AMAZON";"2019-04-11";"Abril";2019;1844,1;3,6;2,1;101,3;100,6;"NO";0
"104";"AMAZON";"2019-04-12";"Abril";2019;1843,1;3,6;2,1;101,3;100,6;"NO";0
"105";"AMAZON";"2019-04-15";"Abril";2019;1844,9;3,6;2,1;101,3;100,6;"NO";0
"106";"AMAZON";"2019-04-16";"Abril";2019;1863;3,6;2,1;101,3;100,6;"NO";0
"107";"AMAZON";"2019-04-17";"Abril";2019;1864,8;3,6;2,1;101,3;100,6;"NO";0
"108";"AMAZON";"2019-04-18";"Abril";2019;1861,7;3,6;2,1;101,3;100,6;"NO";0
"109";"AMAZON";"2019-04-22";"Abril";2019;1887,3;3,6;2,1;101,3;100,6;"NO";0
"110";"AMAZON";"2019-04-23";"Abril";2019;1923,8;3,6;2,1;101,3;100,6;"NO";0
"111";"AMAZON";"2019-04-24";"Abril";2019;1901,8;3,6;2,1;101,3;100,6;"NO";0
"112";"AMAZON";"2019-04-25";"Abril";2019;1902,3;3,6;2,1;101,3;100,6;"NO";0
"113";"AMAZON";"2019-04-26";"Abril";2019;1950,6;3,6;2,1;101,3;100,6;"NO";0
"114";"AMAZON";"2019-04-29";"Abril";2019;1938,4;3,6;2,1;101,3;100,6;"NO";0
"115";"AMAZON";"2019-04-30";"Abril";2019;1926,5;3,6;2,1;101,3;100,6;"NO";0
"116";"AMAZON";"2019-05-01";"Mayo";2019;1911,5;3,6;2;101,4;100,5;"NO";0
"117";"AMAZON";"2019-05-02";"Mayo";2019;1900,8;3,6;2;101,4;100,5;"NO";0
"118";"AMAZON";"2019-05-03";"Mayo";2019;1962,5;3,6;2;101,4;100,5;"NO";0
"119";"AMAZON";"2019-05-06";"Mayo";2019;1950,6;3,6;2;101,4;100,5;"NO";0
"120";"AMAZON";"2019-05-07";"Mayo";2019;1921;3,6;2;101,4;100,5;"NO";0
"121";"AMAZON";"2019-05-08";"Mayo";2019;1917,8;3,6;2;101,4;100,5;"NO";0
"122";"AMAZON";"2019-05-09";"Mayo";2019;1899,9;3,6;2;101,4;100,5;"NO";0
"123";"AMAZON";"2019-05-10";"Mayo";2019;1890;3,6;2;101,4;100,5;"NO";0
"124";"AMAZON";"2019-05-13";"Mayo";2019;1822,7;3,6;2;101,4;100,5;"NO";0
"125";"AMAZON";"2019-05-14";"Mayo";2019;1840,1;3,6;2;101,4;100,5;"NO";0
"126";"AMAZON";"2019-05-15";"Mayo";2019;1871,2;3,6;2;101,4;100,5;"NO";0
"127";"AMAZON";"2019-05-16";"Mayo";2019;1907,6;3,6;2;101,4;100,5;"NO";0
"128";"AMAZON";"2019-05-17";"Mayo";2019;1869;3,6;2;101,4;100,5;"NO";0
"129";"AMAZON";"2019-05-20";"Mayo";2019;1859;3,6;2;101,4;100,5;"NO";0
"130";"AMAZON";"2019-05-21";"Mayo";2019;1857,5;3,6;2;101,4;100,5;"NO";0
"131";"AMAZON";"2019-05-22";"Mayo";2019;1859,7;3,6;2;101,4;100,5;"NO";0
"132";"AMAZON";"2019-05-23";"Mayo";2019;1815,5;3,6;2;101,4;100,5;"NO";0
"133";"AMAZON";"2019-05-24";"Mayo";2019;1823,3;3,6;2;101,4;100,5;"NO";0
"134";"AMAZON";"2019-05-28";"Mayo";2019;1836,4;3,6;2;101,4;100,5;"NO";0
"135";"AMAZON";"2019-05-29";"Mayo";2019;1819,2;3,6;2;101,4;100,5;"NO";0
"136";"AMAZON";"2019-05-30";"Mayo";2019;1816,3;3,6;2;101,4;100,5;"NO";0
"137";"AMAZON";"2019-05-31";"Mayo";2019;1775,1;3,6;2;101,4;100,5;"NO";0
"138";"AMAZON";"2019-06-03";"Junio";2019;1692,7;3,7;2,1;101,3;100,5;"NO";0
"139";"AMAZON";"2019-06-04";"Junio";2019;1729,6;3,7;2,1;101,3;100,5;"NO";0
"140";"AMAZON";"2019-06-05";"Junio";2019;1738,5;3,7;2,1;101,3;100,5;"NO";0
"141";"AMAZON";"2019-06-06";"Junio";2019;1754,4;3,7;2,1;101,3;100,5;"NO";0
"142";"AMAZON";"2019-06-07";"Junio";2019;1804;3,7;2,1;101,3;100,5;"NO";0
"143";"AMAZON";"2019-06-10";"Junio";2019;1860,6;3,7;2,1;101,3;100,5;"NO";0
"144";"AMAZON";"2019-06-11";"Junio";2019;1863,7;3,7;2,1;101,3;100,5;"NO";0
"145";"AMAZON";"2019-06-12";"Junio";2019;1855,3;3,7;2,1;101,3;100,5;"NO";0
"146";"AMAZON";"2019-06-13";"Junio";2019;1870,3;3,7;2,1;101,3;100,5;"NO";0
"147";"AMAZON";"2019-06-14";"Junio";2019;1869,7;3,7;2,1;101,3;100,5;"NO";0
"148";"AMAZON";"2019-06-17";"Junio";2019;1886;3,7;2,1;101,3;100,5;"NO";0
"149";"AMAZON";"2019-06-18";"Junio";2019;1901,4;3,7;2,1;101,3;100,5;"NO";0
"150";"AMAZON";"2019-06-19";"Junio";2019;1908,8;3,7;2,1;101,3;100,5;"NO";0
"151";"AMAZON";"2019-06-20";"Junio";2019;1918,2;3,7;2,1;101,3;100,5;"NO";0
"152";"AMAZON";"2019-06-21";"Junio";2019;1911,3;3,7;2,1;101,3;100,5;"NO";0
"153";"AMAZON";"2019-06-24";"Junio";2019;1913,9;3,7;2,1;101,3;100,5;"NO";0
"154";"AMAZON";"2019-06-25";"Junio";2019;1878,3;3,7;2,1;101,3;100,5;"NO";0
"155";"AMAZON";"2019-06-26";"Junio";2019;1897,8;3,7;2,1;101,3;100,5;"NO";0
"156";"AMAZON";"2019-06-27";"Junio";2019;1904,3;3,7;2,1;101,3;100,5;"NO";0
"157";"AMAZON";"2019-06-28";"Junio";2019;1893,6;3,7;2,1;101,3;100,5;"NO";0
"158";"AMAZON";"2019-07-01";"Julio";2019;1922,2;3,7;2,2;101,1;100,3;"NO";0
"159";"AMAZON";"2019-07-02";"Julio";2019;1934,3;3,7;2,2;101,1;100,3;"NO";0
"160";"AMAZON";"2019-07-03";"Julio";2019;1939;3,7;2,2;101,1;100,3;"NO";0
"161";"AMAZON";"2019-07-05";"Julio";2019;1942,9;3,7;2,2;101,1;100,3;"NO";0
"162";"AMAZON";"2019-07-08";"Julio";2019;1952,3;3,7;2,2;101,1;100,3;"NO";0
"163";"AMAZON";"2019-07-09";"Julio";2019;1988,3;3,7;2,2;101,1;100,3;"NO";0
"164";"AMAZON";"2019-07-10";"Julio";2019;2017,4;3,7;2,2;101,1;100,3;"NO";0
"165";"AMAZON";"2019-07-11";"Julio";2019;2001,1;3,7;2,2;101,1;100,3;"NO";0
"166";"AMAZON";"2019-07-12";"Julio";2019;2011;3,7;2,2;101,1;100,3;"NO";0
"167";"AMAZON";"2019-07-15";"Julio";2019;2021;3,7;2,2;101,1;100,3;"NO";0
"168";"AMAZON";"2019-07-16";"Julio";2019;2009,9;3,7;2,2;101,1;100,3;"NO";0
"169";"AMAZON";"2019-07-17";"Julio";2019;1992;3,7;2,2;101,1;100,3;"NO";0
"170";"AMAZON";"2019-07-18";"Julio";2019;1977,9;3,7;2,2;101,1;100,3;"NO";0
"171";"AMAZON";"2019-07-19";"Julio";2019;1964,5;3,7;2,2;101,1;100,3;"NO";0
"172";"AMAZON";"2019-07-22";"Julio";2019;1985,6;3,7;2,2;101,1;100,3;"NO";0
"173";"AMAZON";"2019-07-23";"Julio";2019;1994,5;3,7;2,2;101,1;100,3;"NO";0
"174";"AMAZON";"2019-07-24";"Julio";2019;2000,8;3,7;2,2;101,1;100,3;"NO";0
"175";"AMAZON";"2019-07-25";"Julio";2019;1973,8;3,7;2,2;101,1;100,3;"NO";0
"176";"AMAZON";"2019-07-26";"Julio";2019;1943,1;3,7;2,2;101,1;100,3;"NO";0
"177";"AMAZON";"2019-07-29";"Julio";2019;1912,4;3,7;2,2;101,1;100,3;"NO";0
"178";"AMAZON";"2019-07-30";"Julio";2019;1898,5;3,7;2,2;101,1;100,3;"NO";0
"179";"AMAZON";"2019-07-31";"Julio";2019;1866,8;3,7;2,2;101,1;100,3;"NO";0
"180";"AMAZON";"2019-08-01";"Agosto";2019;1855,3;3,7;2,4;100,8;100,2;"NO";0
"181";"AMAZON";"2019-08-02";"Agosto";2019;1823,2;3,7;2,4;100,8;100,2;"NO";0
"182";"AMAZON";"2019-08-05";"Agosto";2019;1765,1;3,7;2,4;100,8;100,2;"NO";0
"183";"AMAZON";"2019-08-06";"Agosto";2019;1787,8;3,7;2,4;100,8;100,2;"NO";0
"184";"AMAZON";"2019-08-07";"Agosto";2019;1793,4;3,7;2,4;100,8;100,2;"NO";0
"185";"AMAZON";"2019-08-08";"Agosto";2019;1832,9;3,7;2,4;100,8;100,2;"NO";0
"186";"AMAZON";"2019-08-09";"Agosto";2019;1807,6;3,7;2,4;100,8;100,2;"NO";0
"187";"AMAZON";"2019-08-12";"Agosto";2019;1784,9;3,7;2,4;100,8;100,2;"NO";0
"188";"AMAZON";"2019-08-13";"Agosto";2019;1824,3;3,7;2,4;100,8;100,2;"NO";0
"189";"AMAZON";"2019-08-14";"Agosto";2019;1763;3,7;2,4;100,8;100,2;"NO";0
"190";"AMAZON";"2019-08-15";"Agosto";2019;1776,1;3,7;2,4;100,8;100,2;"NO";0
"191";"AMAZON";"2019-08-16";"Agosto";2019;1792,6;3,7;2,4;100,8;100,2;"NO";0
"192";"AMAZON";"2019-08-19";"Agosto";2019;1816,1;3,7;2,4;100,8;100,2;"NO";0
"193";"AMAZON";"2019-08-20";"Agosto";2019;1801,4;3,7;2,4;100,8;100,2;"NO";0
"194";"AMAZON";"2019-08-21";"Agosto";2019;1823,5;3,7;2,4;100,8;100,2;"NO";0
"195";"AMAZON";"2019-08-22";"Agosto";2019;1804,7;3,7;2,4;100,8;100,2;"NO";0
"196";"AMAZON";"2019-08-23";"Agosto";2019;1749,6;3,7;2,4;100,8;100,2;"NO";0
"197";"AMAZON";"2019-08-26";"Agosto";2019;1768,9;3,7;2,4;100,8;100,2;"NO";0
"198";"AMAZON";"2019-08-27";"Agosto";2019;1761,8;3,7;2,4;100,8;100,2;"NO";0
"199";"AMAZON";"2019-08-28";"Agosto";2019;1764,3;3,7;2,4;100,8;100,2;"NO";0
"200";"AMAZON";"2019-08-29";"Agosto";2019;1786,4;3,7;2,4;100,8;100,2;"NO";0
"201";"AMAZON";"2019-08-30";"Agosto";2019;1776,3;3,7;2,4;100,8;100,2;"NO";0
"202";"AMAZON";"2019-09-03";"Septiembre";2019;1789,8;3,5;2,4;100,6;100,1;"NO";0
"203";"AMAZON";"2019-09-04";"Septiembre";2019;1800,6;3,5;2,4;100,6;100,1;"NO";0
"204";"AMAZON";"2019-09-05";"Septiembre";2019;1840,7;3,5;2,4;100,6;100,1;"NO";0
"205";"AMAZON";"2019-09-06";"Septiembre";2019;1833,5;3,5;2,4;100,6;100,1;"NO";0
"206";"AMAZON";"2019-09-09";"Septiembre";2019;1831,3;3,5;2,4;100,6;100,1;"NO";0
"207";"AMAZON";"2019-09-10";"Septiembre";2019;1820,6;3,5;2,4;100,6;100,1;"NO";0
"208";"AMAZON";"2019-09-11";"Septiembre";2019;1823;3,5;2,4;100,6;100,1;"NO";0
"209";"AMAZON";"2019-09-12";"Septiembre";2019;1843,6;3,5;2,4;100,6;100,1;"NO";0
"210";"AMAZON";"2019-09-13";"Septiembre";2019;1839,3;3,5;2,4;100,6;100,1;"NO";0
"211";"AMAZON";"2019-09-16";"Septiembre";2019;1807,8;3,5;2,4;100,6;100,1;"NO";0
"212";"AMAZON";"2019-09-17";"Septiembre";2019;1822,6;3,5;2,4;100,6;100,1;"NO";0
"213";"AMAZON";"2019-09-18";"Septiembre";2019;1817,5;3,5;2,4;100,6;100,1;"NO";0
"214";"AMAZON";"2019-09-19";"Septiembre";2019;1821,5;3,5;2,4;100,6;100,1;"NO";0
"215";"AMAZON";"2019-09-20";"Septiembre";2019;1794,2;3,5;2,4;100,6;100,1;"NO";0
"216";"AMAZON";"2019-09-23";"Septiembre";2019;1785,3;3,5;2,4;100,6;100,1;"NO";0
"217";"AMAZON";"2019-09-24";"Septiembre";2019;1741,6;3,5;2,4;100,6;100,1;"NO";0
"218";"AMAZON";"2019-09-25";"Septiembre";2019;1768,3;3,5;2,4;100,6;100,1;"NO";0
"219";"AMAZON";"2019-09-26";"Septiembre";2019;1739,8;3,5;2,4;100,6;100,1;"NO";0
"220";"AMAZON";"2019-09-27";"Septiembre";2019;1725,4;3,5;2,4;100,6;100,1;"NO";0
"221";"AMAZON";"2019-09-30";"Septiembre";2019;1735,9;3,5;2,4;100,6;100,1;"NO";0
"222";"AMAZON";"2019-10-01";"Octubre";2019;1735,7;3,6;2,4;100,6;100,1;"NO";0
"223";"AMAZON";"2019-10-02";"Octubre";2019;1713,2;3,6;2,4;100,6;100,1;"NO";0
"224";"AMAZON";"2019-10-03";"Octubre";2019;1724,4;3,6;2,4;100,6;100,1;"NO";0
"225";"AMAZON";"2019-10-04";"Octubre";2019;1739,7;3,6;2,4;100,6;100,1;"NO";0
"226";"AMAZON";"2019-10-07";"Octubre";2019;1732,7;3,6;2,4;100,6;100,1;"NO";0
"227";"AMAZON";"2019-10-08";"Octubre";2019;1705,5;3,6;2,4;100,6;100,1;"NO";0
"228";"AMAZON";"2019-10-09";"Octubre";2019;1722;3,6;2,4;100,6;100,1;"NO";0
"229";"AMAZON";"2019-10-10";"Octubre";2019;1720,3;3,6;2,4;100,6;100,1;"NO";0
"230";"AMAZON";"2019-10-11";"Octubre";2019;1731,9;3,6;2,4;100,6;100,1;"NO";0
"231";"AMAZON";"2019-10-14";"Octubre";2019;1736,4;3,6;2,4;100,6;100,1;"NO";0
"232";"AMAZON";"2019-10-15";"Octubre";2019;1767,4;3,6;2,4;100,6;100,1;"NO";0
"233";"AMAZON";"2019-10-16";"Octubre";2019;1777,4;3,6;2,4;100,6;100,1;"NO";0
"234";"AMAZON";"2019-10-17";"Octubre";2019;1787,5;3,6;2,4;100,6;100,1;"NO";0
"235";"AMAZON";"2019-10-18";"Octubre";2019;1757,5;3,6;2,4;100,6;100,1;"NO";0
"236";"AMAZON";"2019-10-21";"Octubre";2019;1785,7;3,6;2,4;100,6;100,1;"NO";0
"237";"AMAZON";"2019-10-22";"Octubre";2019;1765,7;3,6;2,4;100,6;100,1;"NO";0
"238";"AMAZON";"2019-10-23";"Octubre";2019;1762,2;3,6;2,4;100,6;100,1;"NO";0
"239";"AMAZON";"2019-10-24";"Octubre";2019;1780,8;3,6;2,4;100,6;100,1;"NO";0
"240";"AMAZON";"2019-10-25";"Octubre";2019;1761,3;3,6;2,4;100,6;100,1;"NO";0
"241";"AMAZON";"2019-10-28";"Octubre";2019;1777,1;3,6;2,4;100,6;100,1;"NO";0
"242";"AMAZON";"2019-10-29";"Octubre";2019;1762,7;3,6;2,4;100,6;100,1;"NO";0
"243";"AMAZON";"2019-10-30";"Octubre";2019;1780;3,6;2,4;100,6;100,1;"NO";0
"244";"AMAZON";"2019-10-31";"Octubre";2019;1776,7;3,6;2,4;100,6;100,1;"NO";0
"245";"BIP";"2018-11-12";"Noviembre";2018;40,2;3,7;2,2;101,2;100,6;"SI";1
"246";"BIP";"2018-11-13";"Noviembre";2018;40,2;3,7;2,2;101,2;100,6;"SI";1
"247";"BIP";"2018-11-14";"Noviembre";2018;40,3;3,7;2,2;101,2;100,6;"SI";1
"248";"BIP";"2018-11-15";"Noviembre";2018;40,4;3,7;2,2;101,2;100,6;"SI";1
"249";"BIP";"2018-11-16";"Noviembre";2018;40,3;3,7;2,2;101,2;100,6;"SI";1
"250";"BIP";"2018-11-19";"Noviembre";2018;39,7;3,7;2,2;101,2;100,6;"SI";1
"251";"BIP";"2018-11-20";"Noviembre";2018;38,7;3,7;2,2;101,2;100,6;"SI";1
"252";"BIP";"2018-11-21";"Noviembre";2018;39,5;3,7;2,2;101,2;100,6;"SI";1
"253";"BIP";"2018-11-23";"Noviembre";2018;39,9;3,7;2,2;101,2;100,6;"SI";1
"254";"BIP";"2018-11-26";"Noviembre";2018;39,6;3,7;2,2;101,2;100,6;"SI";1
"255";"BIP";"2018-11-27";"Noviembre";2018;39,1;3,7;2,2;101,2;100,6;"SI";1
"256";"BIP";"2018-11-28";"Noviembre";2018;39,2;3,7;2,2;101,2;100,6;"SI";1
"257";"BIP";"2018-11-29";"Noviembre";2018;38,6;3,7;2,2;101,2;100,6;"SI";1
"258";"BIP";"2018-11-30";"Noviembre";2018;38,2;3,7;2,2;101,2;100,6;"SI";1
"259";"BIP";"2018-12-03";"Diciembre";2018;39,1;3,9;2,2;101,1;100,5;"NO";0
"260";"BIP";"2018-12-04";"Diciembre";2018;39;3,9;2,2;101,1;100,5;"NO";0
"261";"BIP";"2018-12-06";"Diciembre";2018;38,5;3,9;2,2;101,1;100,5;"NO";0
